"E00","E01","E10","E11","phi","attribute","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.33437399,-2.5753726e-07,-2.5753726e-07,0.33281211,0.0087822712,1,1,0,0,0.5,0
0.33436571,-2.5549097e-07,-2.5549097e-07,0.33281625,0.018009264,1,1,0.001,0.001,0.5,0
0.33435744,-2.5344467e-07,-2.5344467e-07,0.33282039,0.027236256,1,1,0.0020000001,0.0020000001,0.5,0
0.33434916,-2.5139838e-07,-2.5139838e-07,0.33282453,0.036463247,1,1,0.003,0.003,0.5,0
0.33434089,-2.4935209e-07,-2.4935209e-07,0.33282867,0.045690241,1,1,0.0040000002,0.0040000002,0.5,0
0.33433261,-2.4730579e-07,-2.4730579e-07,0.33283281,0.05491723,1,1,0.0049999999,0.0049999999,0.5,0
0.33432434,-2.452595e-07,-2.452595e-07,0.33283695,0.064144224,1,1,0.0060000001,0.0060000001,0.5,0
0.33431606,-2.432132e-07,-2.432132e-07,0.33284109,0.073371217,1,1,0.0070000002,0.0070000002,0.5,0
0.33430779,-2.4116691e-07,-2.4116691e-07,0.33284523,0.082598211,1,1,0.0080000004,0.0080000004,0.5,0
0.33429951,-2.3912062e-07,-2.3912062e-07,0.33284937,0.091825196,1,1,0.0089999996,0.0089999996,0.5,0
0.33429124,-2.3707432e-07,-2.3707432e-07,0.33285351,0.10105219,1,1,0.0099999998,0.0099999998,0.5,0
0.33428296,-2.3502803e-07,-2.3502803e-07,0.33285765,0.11027918,1,1,0.011,0.011,0.5,0
0.33427469,-2.3298174e-07,-2.3298174e-07,0.33286179,0.11950618,1,1,0.012,0.012,0.5,0
0.33426641,-2.3093544e-07,-2.3093544e-07,0.33286593,0.12873317,1,1,0.013,0.013,0.5,0
0.33425813,-2.2888915e-07,-2.2888915e-07,0.33287006,0.13796016,1,1,0.014,0.014,0.5,0
0.33424986,-2.2684285e-07,-2.2684285e-07,0.3328742,0.14718715,1,1,0.015,0.015,0.5,0
0.33424158,-2.2479656e-07,-2.2479656e-07,0.33287834,0.15641415,1,1,0.016000001,0.016000001,0.5,0
0.33423331,-2.2275026e-07,-2.2275026e-07,0.33288248,0.16564114,1,1,0.017000001,0.017000001,0.5,0
0.33422503,-2.2070397e-07,-2.2070397e-07,0.33288662,0.17486812,1,1,0.017999999,0.017999999,0.5,0
0.33421676,-2.1865768e-07,-2.1865768e-07,0.33289076,0.18409511,1,1,0.018999999,0.018999999,0.5,0
0.33420848,-2.1661139e-07,-2.1661139e-07,0.3328949,0.19332211,1,1,0.02,0.02,0.5,0
0.33420021,-2.1456509e-07,-2.1456509e-07,0.33289904,0.2025491,1,1,0.021,0.021,0.5,0
0.33419193,-2.125188e-07,-2.125188e-07,0.33290318,0.21177609,1,1,0.022,0.022,0.5,0
0.33418366,-2.104725e-07,-2.104725e-07,0.33290732,0.22100309,1,1,0.023,0.023,0.5,0
0.33417538,-2.0842621e-07,-2.0842621e-07,0.33291146,0.23023008,1,1,0.024,0.024,0.5,0
