"E00","E01","E10","E11","phi","attribute","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.3448742,-4.1362663e-06,-4.1362663e-06,0.32753141,0.074222823,1,1,0,0,0.5,0
0.3447821,-4.1047892e-06,-4.1047892e-06,0.32757743,0.083383518,1,1,0.001,0.001,0.5,0
0.34468999,-4.0733121e-06,-4.0733121e-06,0.32762346,0.092544213,1,1,0.0020000001,0.0020000001,0.5,0
0.34459788,-4.041835e-06,-4.041835e-06,0.32766948,0.10170491,1,1,0.003,0.003,0.5,0
0.34450578,-4.0103579e-06,-4.0103579e-06,0.3277155,0.1108656,1,1,0.0040000002,0.0040000002,0.5,0
0.34441367,-3.9788809e-06,-3.9788809e-06,0.32776153,0.1200263,1,1,0.0049999999,0.0049999999,0.5,0
0.34432156,-3.9474038e-06,-3.9474038e-06,0.32780755,0.12918699,1,1,0.0060000001,0.0060000001,0.5,0
0.34422946,-3.9159267e-06,-3.9159267e-06,0.32785357,0.13834769,1,1,0.0070000002,0.0070000002,0.5,0
0.34413735,-3.8844496e-06,-3.8844496e-06,0.3278996,0.14750838,1,1,0.0080000004,0.0080000004,0.5,0
0.34404525,-3.8529726e-06,-3.8529726e-06,0.32794562,0.15666907,1,1,0.0089999996,0.0089999996,0.5,0
0.34395314,-3.8214955e-06,-3.8214955e-06,0.32799164,0.16582977,1,1,0.0099999998,0.0099999998,0.5,0
0.34386103,-3.7900184e-06,-3.7900184e-06,0.32803767,0.17499046,1,1,0.011,0.011,0.5,0
0.34376893,-3.7585414e-06,-3.7585414e-06,0.32808369,0.18415116,1,1,0.012,0.012,0.5,0
0.34367682,-3.7270643e-06,-3.7270643e-06,0.32812971,0.19331186,1,1,0.013,0.013,0.5,0
0.34358472,-3.6955872e-06,-3.6955872e-06,0.32817574,0.20247255,1,1,0.014,0.014,0.5,0
0.34349261,-3.6641101e-06,-3.6641101e-06,0.32822176,0.21163324,1,1,0.015,0.015,0.5,0
0.3434005,-3.632633e-06,-3.632633e-06,0.32826778,0.22079395,1,1,0.016000001,0.016000001,0.5,0
0.3433084,-3.601156e-06,-3.601156e-06,0.32831381,0.22995464,1,1,0.017000001,0.017000001,0.5,0
0.34321629,-3.5696789e-06,-3.5696789e-06,0.32835983,0.23911532,1,1,0.017999999,0.017999999,0.5,0
0.34312418,-3.5382019e-06,-3.5382019e-06,0.32840585,0.24827602,1,1,0.018999999,0.018999999,0.5,0
0.34303208,-3.5067248e-06,-3.5067248e-06,0.32845188,0.25743671,1,1,0.02,0.02,0.5,0
0.34293997,-3.4752477e-06,-3.4752477e-06,0.3284979,0.26659741,1,1,0.021,0.021,0.5,0
0.34284787,-3.4437706e-06,-3.4437706e-06,0.32854392,0.27575811,1,1,0.022,0.022,0.5,0
0.34275576,-3.4122935e-06,-3.4122935e-06,0.32858995,0.2849188,1,1,0.023,0.023,0.5,0
0.34266365,-3.3808165e-06,-3.3808165e-06,0.32863597,0.2940795,1,1,0.024,0.024,0.5,0
0.34257155,-3.3493394e-06,-3.3493394e-06,0.32868199,0.30324019,1,1,0.025,0.025,0.5,0
