"E00","E01","E10","E11","phi","attribute","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.33643197,-8.4295523e-07,-8.4295523e-07,0.33175317,0.07422244,1,1,0,0,0.5,0
0.33641071,-8.3713921e-07,-8.3713921e-07,0.33176377,0.083383133,1,1,0.001,0.001,0.5,0
0.33638946,-8.3132319e-07,-8.3132319e-07,0.33177436,0.092543826,1,1,0.0020000001,0.0020000001,0.5,0
0.3363682,-8.2550717e-07,-8.2550717e-07,0.33178495,0.10170452,1,1,0.003,0.003,0.5,0
0.33634695,-8.1969115e-07,-8.1969115e-07,0.33179554,0.11086521,1,1,0.0040000002,0.0040000002,0.5,0
0.33632569,-8.1387513e-07,-8.1387513e-07,0.33180614,0.1200259,1,1,0.0049999999,0.0049999999,0.5,0
0.33630443,-8.0805911e-07,-8.0805911e-07,0.33181673,0.1291866,1,1,0.0060000001,0.0060000001,0.5,0
0.33628318,-8.0224309e-07,-8.0224309e-07,0.33182732,0.13834729,1,1,0.0070000002,0.0070000002,0.5,0
0.33626192,-7.9642707e-07,-7.9642707e-07,0.33183792,0.14750798,1,1,0.0080000004,0.0080000004,0.5,0
0.33624066,-7.9061105e-07,-7.9061105e-07,0.33184851,0.15666867,1,1,0.0089999996,0.0089999996,0.5,0
0.33621941,-7.8479503e-07,-7.8479503e-07,0.3318591,0.16582936,1,1,0.0099999998,0.0099999998,0.5,0
0.33619815,-7.7897901e-07,-7.7897901e-07,0.33186969,0.17499006,1,1,0.011,0.011,0.5,0
0.33617689,-7.7316299e-07,-7.7316299e-07,0.33188029,0.18415075,1,1,0.012,0.012,0.5,0
0.33615564,-7.6734697e-07,-7.6734697e-07,0.33189088,0.19331145,1,1,0.013,0.013,0.5,0
0.33613438,-7.6153095e-07,-7.6153095e-07,0.33190147,0.20247214,1,1,0.014,0.014,0.5,0
0.33611312,-7.5571493e-07,-7.5571493e-07,0.33191207,0.21163283,1,1,0.015,0.015,0.5,0
0.33609187,-7.498989e-07,-7.498989e-07,0.33192266,0.22079353,1,1,0.016000001,0.016000001,0.5,0
0.33607061,-7.4408288e-07,-7.4408288e-07,0.33193325,0.22995422,1,1,0.017000001,0.017000001,0.5,0
0.33604936,-7.3826687e-07,-7.3826687e-07,0.33194384,0.2391149,1,1,0.017999999,0.017999999,0.5,0
0.3360281,-7.3245085e-07,-7.3245085e-07,0.33195444,0.24827559,1,1,0.018999999,0.018999999,0.5,0
0.33600684,-7.2663483e-07,-7.2663483e-07,0.33196503,0.25743629,1,1,0.02,0.02,0.5,0
0.33598559,-7.2081881e-07,-7.2081881e-07,0.33197562,0.26659698,1,1,0.021,0.021,0.5,0
0.33596433,-7.1500279e-07,-7.1500279e-07,0.33198622,0.27575768,1,1,0.022,0.022,0.5,0
0.33594307,-7.0918677e-07,-7.0918677e-07,0.33199681,0.28491837,1,1,0.023,0.023,0.5,0
0.33592182,-7.0337075e-07,-7.0337075e-07,0.3320074,0.29407907,1,1,0.024,0.024,0.5,0
0.33590056,-6.9755473e-07,-6.9755473e-07,0.33201799,0.30323976,1,1,0.025,0.025,0.5,0
0.3358793,-6.917387e-07,-6.917387e-07,0.33202859,0.31240045,1,1,0.026000001,0.026000001,0.5,0
0.33585805,-6.8592268e-07,-6.8592268e-07,0.33203918,0.32156115,1,1,0.027000001,0.027000001,0.5,0
0.33583679,-6.8010666e-07,-6.8010666e-07,0.33204977,0.33072184,1,1,0.028000001,0.028000001,0.5,0
