"E00","E01","E10","E11","phi","attribute","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.33333238,-1.0469923e-11,-1.0469931e-11,0.33333378,0.0020347255,1,1,0,0,0.5,0
0.33333239,-1.0398897e-11,-1.0398905e-11,0.33333377,0.011270347,1,1,0.001,0.001,0.5,0
0.3333324,-1.0327871e-11,-1.032788e-11,0.33333377,0.020505969,1,1,0.0020000001,0.0020000001,0.5,0
0.33333241,-1.0256845e-11,-1.0256854e-11,0.33333376,0.02974159,1,1,0.003,0.003,0.5,0
0.33333242,-1.018582e-11,-1.0185829e-11,0.33333376,0.038977213,1,1,0.0040000002,0.0040000002,0.5,0
0.33333243,-1.0114794e-11,-1.0114803e-11,0.33333375,0.048212832,1,1,0.0049999999,0.0049999999,0.5,0
0.33333244,-1.0043768e-11,-1.0043778e-11,0.33333375,0.057448455,1,1,0.0060000001,0.0060000001,0.5,0
0.33333245,-9.9727423e-12,-9.972752e-12,0.33333374,0.066684078,1,1,0.0070000002,0.0070000002,0.5,0
0.33333247,-9.9017165e-12,-9.9017265e-12,0.33333373,0.075919701,1,1,0.0080000004,0.0080000004,0.5,0
0.33333248,-9.8306908e-12,-9.830701e-12,0.33333373,0.085155315,1,1,0.0089999996,0.0089999996,0.5,0
0.33333249,-9.759665e-12,-9.7596755e-12,0.33333372,0.094390938,1,1,0.0099999998,0.0099999998,0.5,0
0.3333325,-9.6886392e-12,-9.68865e-12,0.33333372,0.10362656,1,1,0.011,0.011,0.5,0
0.33333251,-9.6176134e-12,-9.6176244e-12,0.33333371,0.11286218,1,1,0.012,0.012,0.5,0
0.33333252,-9.5465876e-12,-9.5465989e-12,0.33333371,0.12209781,1,1,0.013,0.013,0.5,0
0.33333253,-9.4755618e-12,-9.4755734e-12,0.3333337,0.13133343,1,1,0.014,0.014,0.5,0
0.33333254,-9.4045361e-12,-9.4045479e-12,0.3333337,0.14056904,1,1,0.015,0.015,0.5,0
0.33333256,-9.3335103e-12,-9.3335223e-12,0.33333369,0.14980468,1,1,0.016000001,0.016000001,0.5,0
0.33333257,-9.2624845e-12,-9.2624968e-12,0.33333368,0.1590403,1,1,0.017000001,0.017000001,0.5,0
0.33333258,-9.1914588e-12,-9.1914714e-12,0.33333368,0.1682759,1,1,0.017999999,0.017999999,0.5,0
0.33333259,-9.120433e-12,-9.1204459e-12,0.33333367,0.17751153,1,1,0.018999999,0.018999999,0.5,0
0.3333326,-9.0494073e-12,-9.0494204e-12,0.33333367,0.18674715,1,1,0.02,0.02,0.5,0
0.33333261,-8.9783815e-12,-8.9783949e-12,0.33333366,0.19598277,1,1,0.021,0.021,0.5,0
0.33333262,-8.9073557e-12,-8.9073693e-12,0.33333366,0.2052184,1,1,0.022,0.022,0.5,0
0.33333263,-8.8363299e-12,-8.8363438e-12,0.33333365,0.21445402,1,1,0.023,0.023,0.5,0
0.33333265,-8.7653041e-12,-8.7653183e-12,0.33333364,0.22368964,1,1,0.024,0.024,0.5,0
0.33333266,-8.6942783e-12,-8.6942928e-12,0.33333364,0.23292527,1,1,0.025,0.025,0.5,0
0.33333267,-8.6232526e-12,-8.6232672e-12,0.33333363,0.24216089,1,1,0.026000001,0.026000001,0.5,0
0.33333268,-8.5522268e-12,-8.5522417e-12,0.33333363,0.25139651,1,1,0.027000001,0.027000001,0.5,0
0.33333269,-8.481201e-12,-8.4812162e-12,0.33333362,0.26063213,1,1,0.028000001,0.028000001,0.5,0
0.3333327,-8.4101753e-12,-8.4101908e-12,0.33333362,0.26986774,1,1,0.028999999,0.028999999,0.5,0
0.33333271,-8.3391496e-12,-8.3391653e-12,0.33333361,0.27910336,1,1,0.029999999,0.029999999,0.5,0
0.33333272,-8.2681238e-12,-8.2681398e-12,0.3333336,0.28833899,1,1,0.030999999,0.030999999,0.5,0
0.33333274,-8.1970979e-12,-8.1971141e-12,0.3333336,0.29757463,1,1,0.032000002,0.032000002,0.5,0
0.33333275,-8.1260722e-12,-8.1260887e-12,0.33333359,0.30681023,1,1,0.033,0.033,0.5,0
0.33333276,-8.0550463e-12,-8.0550631e-12,0.33333359,0.31604587,1,1,0.034000002,0.034000002,0.5,0
0.33333277,-7.9840206e-12,-7.9840377e-12,0.33333358,0.32528148,1,1,0.035,0.035,0.5,0
0.33333278,-7.912995e-12,-7.9130123e-12,0.33333358,0.33451708,1,1,0.035999998,0.035999998,0.5,0
0.33333279,-7.8419691e-12,-7.8419866e-12,0.33333357,0.34375272,1,1,0.037,0.037,0.5,0
0.3333328,-7.7709434e-12,-7.7709612e-12,0.33333357,0.35298833,1,1,0.037999999,0.037999999,0.5,0
0.33333281,-7.6999175e-12,-7.6999356e-12,0.33333356,0.36222397,1,1,0.039000001,0.039000001,0.5,0
0.33333283,-7.6288919e-12,-7.6289102e-12,0.33333355,0.37145958,1,1,0.039999999,0.039999999,0.5,0
0.33333284,-7.5578659e-12,-7.5578845e-12,0.33333355,0.38069522,1,1,0.041000001,0.041000001,0.5,0
0.33333285,-7.4868403e-12,-7.4868591e-12,0.33333354,0.38993082,1,1,0.041999999,0.041999999,0.5,0
0.33333286,-7.4158144e-12,-7.4158335e-12,0.33333354,0.39916646,1,1,0.043000001,0.043000001,0.5,0
0.33333287,-7.3447887e-12,-7.3448081e-12,0.33333353,0.40840207,1,1,0.044,0.044,0.5,0
0.33333288,-7.2737628e-12,-7.2737824e-12,0.33333353,0.41763771,1,1,0.045000002,0.045000002,0.5,0
0.33333289,-7.2027371e-12,-7.202757e-12,0.33333352,0.42687331,1,1,0.046,0.046,0.5,0
0.33333291,-7.1317115e-12,-7.1317316e-12,0.33333351,0.43610892,1,1,0.046999998,0.046999998,0.5,0
0.33333292,-7.0606856e-12,-7.060706e-12,0.33333351,0.44534456,1,1,0.048,0.048,0.5,0
0.33333293,-6.9896599e-12,-6.9896806e-12,0.3333335,0.45458017,1,1,0.048999999,0.048999999,0.5,0
0.33333294,-6.918634e-12,-6.9186549e-12,0.3333335,0.46381581,1,1,0.050000001,0.050000001,0.5,0
0.33333295,-6.8476084e-12,-6.8476296e-12,0.33333349,0.47305141,1,1,0.050999999,0.050999999,0.5,0
0.33333296,-6.7765824e-12,-6.7766039e-12,0.33333349,0.48228705,1,1,0.052000001,0.052000001,0.5,0
0.33333297,-6.7055568e-12,-6.7055785e-12,0.33333348,0.49152266,1,1,0.052999999,0.052999999,0.5,0
0.33333298,-6.6345309e-12,-6.6345529e-12,0.33333347,0.5007583,1,1,0.054000001,0.054000001,0.5,0
0.333333,-6.5635052e-12,-6.5635275e-12,0.33333347,0.5099939,1,1,0.055,0.055,0.5,0
0.33333301,-6.4924793e-12,-6.4925018e-12,0.33333346,0.51922954,1,1,0.056000002,0.056000002,0.5,0
0.33333302,-6.4214537e-12,-6.4214764e-12,0.33333346,0.52846515,1,1,0.057,0.057,0.5,0
0.33333303,-6.350428e-12,-6.350451e-12,0.33333345,0.53770075,1,1,0.057999998,0.057999998,0.5,0
0.33333304,-6.2794021e-12,-6.2794254e-12,0.33333345,0.54693639,1,1,0.059,0.059,0.5,0
0.33333305,-6.2083764e-12,-6.2084e-12,0.33333344,0.556172,1,1,0.059999999,0.059999999,0.5,0
0.33333306,-6.1373505e-12,-6.1373743e-12,0.33333344,0.56540764,1,1,0.061000001,0.061000001,0.5,0
0.33333307,-6.0663249e-12,-6.0663489e-12,0.33333343,0.57464325,1,1,0.061999999,0.061999999,0.5,0
0.33333309,-5.995299e-12,-5.9953233e-12,0.33333342,0.58387889,1,1,0.063000001,0.063000001,0.5,0
0.3333331,-5.924273e-12,-5.9242976e-12,0.33333342,0.59311453,1,1,0.064000003,0.064000003,0.5,0
