"E00","E01","E10","E11","phi","attribute","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.33333468,3.8604635e-07,3.8604635e-07,0.33333701,-0.008759039,1,1,0,3.5,0,0
0.33333467,3.8142276e-07,3.8142276e-07,0.33333696,0.046617129,1,1,0.003,3.5,0.003,0
0.33333466,3.7679932e-07,3.7679932e-07,0.33333691,0.10199248,1,1,0.0060000001,3.5,0.0060000001,0
0.33333465,3.7217604e-07,3.7217604e-07,0.33333686,0.157367,1,1,0.0089999996,3.5,0.0089999996,0
0.33333464,3.6755292e-07,3.6755292e-07,0.33333681,0.21274072,1,1,0.012,3.5,0.012,0
0.33333463,3.6292995e-07,3.6292995e-07,0.33333676,0.26811361,1,1,0.015,3.5,0.015,0
0.33333462,3.5830713e-07,3.5830713e-07,0.33333671,0.32348568,1,1,0.017999999,3.5,0.017999999,0
0.33333461,3.5368447e-07,3.5368447e-07,0.33333666,0.37885695,1,1,0.021,3.5,0.021,0
0.3333346,3.4906196e-07,3.4906196e-07,0.33333661,0.43422741,1,1,0.024,3.5,0.024,0
0.33333459,3.4443961e-07,3.4443961e-07,0.33333656,0.48959706,1,1,0.027000001,3.5,0.027000001,0
0.33333459,3.3981741e-07,3.3981741e-07,0.33333651,0.54496587,1,1,0.029999999,3.5,0.029999999,0
0.33333458,3.3519536e-07,3.3519536e-07,0.33333647,0.6003339,1,1,0.033,3.5,0.033,0
0.33333457,3.3057347e-07,3.3057347e-07,0.33333642,0.65570109,1,1,0.035999998,3.5,0.035999998,0
0.33333456,3.2595173e-07,3.2595173e-07,0.33333637,0.71106754,1,1,0.039000001,3.5,0.039000001,0
0.33333455,3.2133014e-07,3.2133014e-07,0.33333632,0.76643311,1,1,0.041999999,3.5,0.041999999,0
0.33333454,3.167087e-07,3.167087e-07,0.33333627,0.82179795,1,1,0.045000002,3.5,0.045000002,0
0.33333453,3.1208743e-07,3.1208743e-07,0.33333622,0.87716192,1,1,0.048,3.5,0.048,0
0.33333452,3.074663e-07,3.074663e-07,0.33333618,0.93252508,1,1,0.050999999,3.5,0.050999999,0
0.33333451,3.0284532e-07,3.0284532e-07,0.33333613,0.98788751,1,1,0.054000001,3.5,0.054000001,0
0.3333345,2.9822449e-07,2.9822449e-07,0.33333608,1.0432491,1,1,0.057,3.5,0.057,0
0.33333449,2.9360382e-07,2.9360382e-07,0.33333603,1.0986098,1,1,0.059999999,3.5,0.059999999,0
0.33333449,2.8898329e-07,2.8898329e-07,0.33333598,1.1539699,1,1,0.063000001,3.5,0.063000001,0
0.33333448,2.8436293e-07,2.8436293e-07,0.33333594,1.209329,1,1,0.066,3.5,0.066,0
0.33333447,2.7974271e-07,2.7974271e-07,0.33333589,1.2646874,1,1,0.068999998,3.5,0.068999998,0
0.33333446,2.7512264e-07,2.7512264e-07,0.33333584,1.320045,1,1,0.071999997,3.5,0.071999997,0
0.33333445,2.7050271e-07,2.7050271e-07,0.33333579,1.3754019,1,1,0.075000003,3.5,0.075000003,0
0.33333444,2.6588294e-07,2.6588294e-07,0.33333575,1.4307579,1,1,0.078000002,3.5,0.078000002,0
0.33333443,2.6126333e-07,2.6126333e-07,0.3333357,1.4861131,1,1,0.081,3.5,0.081,0
0.33333442,2.5664386e-07,2.5664386e-07,0.33333565,1.5414675,1,1,0.083999999,3.5,0.083999999,0
0.33333441,2.5202454e-07,2.5202454e-07,0.33333561,1.5968211,1,1,0.086999997,3.5,0.086999997,0
0.3333344,2.4740536e-07,2.4740536e-07,0.33333556,1.6521741,1,1,0.090000004,3.5,0.090000004,0
0.3333344,2.4278634e-07,2.4278634e-07,0.33333551,1.7075262,1,1,0.093000002,3.5,0.093000002,0
0.33333439,2.3816747e-07,2.3816747e-07,0.33333547,1.7628774,1,1,0.096000001,3.5,0.096000001,0
0.33333438,2.3354875e-07,2.3354875e-07,0.33333542,1.8182279,1,1,0.098999999,3.5,0.098999999,0
0.33333437,2.2893018e-07,2.2893018e-07,0.33333538,1.8735776,1,1,0.102,3.5,0.102,0
0.33333436,2.2431176e-07,2.2431176e-07,0.33333533,1.9289265,1,1,0.105,3.5,0.105,0
0.33333435,2.1969347e-07,2.1969347e-07,0.33333528,1.9842748,1,1,0.108,3.5,0.108,0
0.33333434,2.1507534e-07,2.1507534e-07,0.33333524,2.0396221,1,1,0.111,3.5,0.111,0
0.33333433,2.1045736e-07,2.1045736e-07,0.33333519,2.0949687,1,1,0.114,3.5,0.114,0
0.33333432,2.0583953e-07,2.0583953e-07,0.33333515,2.1503145,1,1,0.117,3.5,0.117,0
0.33333431,2.0122184e-07,2.0122184e-07,0.3333351,2.2056595,1,1,0.12,3.5,0.12,0
0.3333343,1.9660429e-07,1.9660429e-07,0.33333506,2.2610039,1,1,0.123,3.5,0.123,0
0.3333343,1.919869e-07,1.919869e-07,0.33333501,2.3163474,1,1,0.126,3.5,0.126,0
0.33333429,1.8736967e-07,1.8736967e-07,0.33333497,2.3716899,1,1,0.12899999,3.5,0.12899999,0
0.33333428,1.8275256e-07,1.8275256e-07,0.33333492,2.427032,1,1,0.132,3.5,0.132,0
0.33333427,1.781356e-07,1.781356e-07,0.33333488,2.4823733,1,1,0.13500001,3.5,0.13500001,0
0.33333426,1.735188e-07,1.735188e-07,0.33333483,2.5377135,1,1,0.138,3.5,0.138,0
0.33333425,1.6890213e-07,1.6890213e-07,0.33333479,2.5930533,1,1,0.141,3.5,0.141,0
0.33333424,1.6428563e-07,1.6428563e-07,0.33333474,2.648392,1,1,0.14399999,3.5,0.14399999,0
0.33333423,1.5966925e-07,1.5966925e-07,0.3333347,2.7037302,1,1,0.147,3.5,0.147,0
0.33333422,1.5505302e-07,1.5505302e-07,0.33333465,2.7590676,1,1,0.15000001,3.5,0.15000001,0
0.33333421,1.5043695e-07,1.5043695e-07,0.33333461,2.814404,1,1,0.153,3.5,0.153,0
0.33333421,1.4582101e-07,1.4582101e-07,0.33333457,2.86974,1,1,0.156,3.5,0.156,0
0.3333342,1.4120523e-07,1.4120523e-07,0.33333452,2.9250748,1,1,0.15899999,3.5,0.15899999,0
0.33333419,1.3658957e-07,1.3658957e-07,0.33333448,2.9804092,1,1,0.162,3.5,0.162,0
0.33333418,1.3197406e-07,1.3197406e-07,0.33333444,3.0357429,1,1,0.16500001,3.5,0.16500001,0
0.33333417,1.2735872e-07,1.2735872e-07,0.33333439,3.0910755,1,1,0.168,3.5,0.168,0
0.33333416,1.227435e-07,1.227435e-07,0.33333435,3.1464076,1,1,0.171,3.5,0.171,0
0.33333415,1.1812844e-07,1.1812844e-07,0.33333431,3.2017387,1,1,0.17399999,3.5,0.17399999,0
0.33333414,1.135135e-07,1.135135e-07,0.33333426,3.2570693,1,1,0.177,3.5,0.177,0
0.33333413,1.0889871e-07,1.0889871e-07,0.33333422,3.3123991,1,1,0.18000001,3.5,0.18000001,0
0.33333541,-6.0728144e-07,-6.0728144e-07,0.33333143,3.3753369,1,1,0.183,3.5,0.183,0
0.33333536,-5.9835602e-07,-5.9835602e-07,0.33333147,3.4153618,1,1,0.186,3.5,0.186,0
0.33333531,-5.8933396e-07,-5.8933396e-07,0.33333151,3.4553924,1,1,0.189,3.5,0.189,0
0.33333526,-5.8021854e-07,-5.8021854e-07,0.33333155,3.4954288,1,1,0.192,3.5,0.192,0
0.33333521,-5.7101304e-07,-5.7101304e-07,0.33333159,3.5354706,1,1,0.19499999,3.5,0.19499999,0
0.33333516,-5.617204e-07,-5.617204e-07,0.33333163,3.5755179,1,1,0.198,3.5,0.198,0
0.33333511,-5.5234356e-07,-5.5234356e-07,0.33333166,3.6155703,1,1,0.20100001,3.5,0.20100001,0
0.33333506,-5.428853e-07,-5.428853e-07,0.3333317,3.6556275,1,1,0.204,3.5,0.204,0
0.33333501,-5.3334813e-07,-5.3334813e-07,0.33333174,3.6956898,1,1,0.207,3.5,0.207,0
0.33333496,-5.2373465e-07,-5.2373465e-07,0.33333178,3.7357565,1,1,0.20999999,3.5,0.20999999,0
0.33333492,-5.1404714e-07,-5.1404714e-07,0.33333182,3.7758279,1,1,0.213,3.5,0.213,0
0.33333487,-5.042879e-07,-5.042879e-07,0.33333186,3.8159037,1,1,0.21600001,3.5,0.21600001,0
0.33333482,-4.9445916e-07,-4.9445916e-07,0.33333189,3.8559836,1,1,0.219,3.5,0.219,0
0.33333478,-4.8456289e-07,-4.8456289e-07,0.33333193,3.8960678,1,1,0.222,3.5,0.222,0
0.33333473,-4.7460116e-07,-4.7460116e-07,0.33333197,3.9361558,1,1,0.22499999,3.5,0.22499999,0
0.33333469,-4.6457578e-07,-4.6457578e-07,0.33333201,3.9762478,1,1,0.228,3.5,0.228,0
0.33333464,-4.5448861e-07,-4.5448861e-07,0.33333205,4.0163437,1,1,0.23100001,3.5,0.23100001,0
0.3333346,-4.4434144e-07,-4.4434144e-07,0.33333208,4.056443,1,1,0.234,3.5,0.234,0
0.33333455,-4.3413585e-07,-4.3413585e-07,0.33333212,4.0965461,1,1,0.237,3.5,0.237,0
0.33333451,-4.2387353e-07,-4.2387353e-07,0.33333216,4.1366525,1,1,0.23999999,3.5,0.23999999,0
0.33333447,-4.1355592e-07,-4.1355592e-07,0.3333322,4.1767624,1,1,0.243,3.5,0.243,0
0.33333443,-4.0318456e-07,-4.0318456e-07,0.33333223,4.2168756,1,1,0.24600001,3.5,0.24600001,0
0.33333438,-3.9276091e-07,-3.9276091e-07,0.33333227,4.2569918,1,1,0.249,3.5,0.249,0
0.33333434,-3.8228625e-07,-3.8228625e-07,0.33333231,4.2971114,1,1,0.252,3.5,0.252,0
0.3333343,-3.7176198e-07,-3.7176198e-07,0.33333235,4.3372337,1,1,0.255,3.5,0.255,0
0.33333426,-3.6118933e-07,-3.6118933e-07,0.33333238,4.3773591,1,1,0.25799999,3.5,0.25799999,0
0.33333422,-3.5056941e-07,-3.5056941e-07,0.33333242,4.4174877,1,1,0.26100001,3.5,0.26100001,0
0.33333418,-3.3990361e-07,-3.3990361e-07,0.33333246,4.4576187,1,1,0.264,3.5,0.264,0
0.33333414,-3.2919295e-07,-3.2919295e-07,0.3333325,4.4977524,1,1,0.26699999,3.5,0.26699999,0
0.3333341,-3.1843843e-07,-3.1843843e-07,0.33333254,4.5378893,1,1,0.27000001,3.5,0.27000001,0
0.33333406,-3.076413e-07,-3.076413e-07,0.33333257,4.5780283,1,1,0.273,3.5,0.273,0
0.33333402,-2.9680249e-07,-2.9680249e-07,0.33333261,4.6181699,1,1,0.27599999,3.5,0.27599999,0
0.33333398,-2.8592287e-07,-2.8592287e-07,0.33333265,4.6583144,1,1,0.27900001,3.5,0.27900001,0
0.33333394,-2.750036e-07,-2.750036e-07,0.33333268,4.6984609,1,1,0.28200001,3.5,0.28200001,0
0.3333339,-2.6404549e-07,-2.6404549e-07,0.33333272,4.7386098,1,1,0.285,3.5,0.285,0
0.33333387,-2.5304944e-07,-2.5304944e-07,0.33333276,4.778761,1,1,0.28799999,3.5,0.28799999,0
0.33333383,-2.420162e-07,-2.420162e-07,0.3333328,4.8189148,1,1,0.29100001,3.5,0.29100001,0
0.33333379,-2.3094681e-07,-2.3094681e-07,0.33333283,4.8590705,1,1,0.294,3.5,0.294,0
0.33333375,-2.1984197e-07,-2.1984197e-07,0.33333287,4.8992284,1,1,0.29699999,3.5,0.29699999,0
0.33333372,-2.0870234e-07,-2.0870234e-07,0.33333291,4.9393887,1,1,0.30000001,3.5,0.30000001,0
0.33333368,-1.9752891e-07,-1.9752891e-07,0.33333295,4.9795508,1,1,0.303,3.5,0.303,0
0.33333364,-1.863223e-07,-1.863223e-07,0.33333298,5.0197148,1,1,0.30599999,3.5,0.30599999,0
0.33333361,-1.7508321e-07,-1.7508321e-07,0.33333302,5.0598809,1,1,0.30899999,3.5,0.30899999,0
0.33333357,-1.6381221e-07,-1.6381221e-07,0.33333306,5.1000493,1,1,0.31200001,3.5,0.31200001,0
0.33333354,-1.5251021e-07,-1.5251021e-07,0.33333309,5.1402192,1,1,0.315,3.5,0.315,0
0.3333335,-1.4117773e-07,-1.4117773e-07,0.33333313,5.1803909,1,1,0.31799999,3.5,0.31799999,0
0.33333346,-1.298153e-07,-1.298153e-07,0.33333317,5.2205649,1,1,0.32100001,3.5,0.32100001,0
0.33333343,-1.1842373e-07,-1.1842373e-07,0.33333321,5.2607403,1,1,0.324,3.5,0.324,0
0.33333339,-1.0700352e-07,-1.0700352e-07,0.33333324,5.3009174,1,1,0.32699999,3.5,0.32699999,0
0.33333336,-9.5555123e-08,-9.5555123e-08,0.33333328,5.3410966,1,1,0.33000001,3.5,0.33000001,0
0.33333332,-8.4079325e-08,-8.4079325e-08,0.33333332,5.3812772,1,1,0.333,3.5,0.333,0
0.33333329,-7.2576555e-08,-7.2576555e-08,0.33333335,5.4214593,1,1,0.336,3.5,0.336,0
0.33333326,-6.1047341e-08,-6.1047341e-08,0.33333339,5.4616431,1,1,0.33899999,3.5,0.33899999,0
0.33333322,-4.949208e-08,-4.949208e-08,0.33333343,5.5018289,1,1,0.34200001,3.5,0.34200001,0
0.33333319,-3.7911501e-08,-3.7911501e-08,0.33333347,5.5420158,1,1,0.345,3.5,0.345,0
0.33333357,2.0952399e-07,2.0952399e-07,0.33333313,5.576012,1,1,0.34799999,3.5,0.34799999,0
0.33333357,2.1600007e-07,2.1600007e-07,0.33333315,5.604177,1,1,0.35100001,3.5,0.35100001,0
0.33333356,2.2250178e-07,2.2250178e-07,0.33333318,5.6323568,1,1,0.354,3.5,0.354,0
0.33333356,2.2902988e-07,2.2902988e-07,0.3333332,5.6605522,1,1,0.35699999,3.5,0.35699999,0
0.33333355,2.355852e-07,2.355852e-07,0.33333322,5.6887637,1,1,0.36000001,3.5,0.36000001,0
0.33333355,2.4216838e-07,2.4216838e-07,0.33333325,5.7169914,1,1,0.36300001,3.5,0.36300001,0
0.33333354,2.4878025e-07,2.4878025e-07,0.33333327,5.7452359,1,1,0.366,3.5,0.366,0
0.33333354,2.5542165e-07,2.5542165e-07,0.33333329,5.7734977,1,1,0.36899999,3.5,0.36899999,0
0.33333353,2.6209349e-07,2.6209349e-07,0.33333332,5.8017777,1,1,0.37200001,3.5,0.37200001,0
0.33333353,2.6879649e-07,2.6879649e-07,0.33333334,5.8300757,1,1,0.375,3.5,0.375,0
0.33333353,2.7553162e-07,2.7553162e-07,0.33333336,5.8583926,1,1,0.37799999,3.5,0.37799999,0
0.33333352,2.8229988e-07,2.8229988e-07,0.33333338,5.8867292,1,1,0.38100001,3.5,0.38100001,0
0.33333352,2.8910208e-07,2.8910208e-07,0.33333341,5.9150855,1,1,0.384,3.5,0.384,0
0.33333351,2.9593927e-07,2.9593927e-07,0.33333343,5.9434623,1,1,0.38699999,3.5,0.38699999,0
0.3333335,3.0281247e-07,3.0281247e-07,0.33333345,5.9718602,1,1,0.38999999,3.5,0.38999999,0
0.3333335,3.0972278e-07,3.0972278e-07,0.33333348,6.0002802,1,1,0.39300001,3.5,0.39300001,0
0.33333349,3.1667114e-07,3.1667114e-07,0.3333335,6.0287224,1,1,0.396,3.5,0.396,0
0.33333349,3.2365873e-07,3.2365873e-07,0.33333352,6.0571875,1,1,0.39899999,3.5,0.39899999,0
