"phi","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.009466,1,0,3.5,0,0
0.046045,1,0.003,3.5,0.003,0
0.10155,1,0.006,3.5,0.006,0
0.15706,1,0.009,3.5,0.009,0
0.21257,1,0.012,3.5,0.012,0
0.26808,1,0.015,3.5,0.015,0
0.32358,1,0.018,3.5,0.018,0
0.37909,1,0.021,3.5,0.021,0
0.43459,1,0.024,3.5,0.024,0
0.4901,1,0.027,3.5,0.027,0
0.5456,1,0.03,3.5,0.03,0
0.6011,1,0.033,3.5,0.033,0
0.6566,1,0.036,3.5,0.036,0
0.7121,1,0.039,3.5,0.039,0
0.7676,1,0.042,3.5,0.042,0
0.8231,1,0.045,3.5,0.045,0
0.8786,1,0.048,3.5,0.048,0
0.9341,1,0.051,3.5,0.051,0
0.98959,1,0.054,3.5,0.054,0
1.0451,1,0.057,3.5,0.057,0
1.1006,1,0.06,3.5,0.06,0
1.1561,1,0.063,3.5,0.063,0
1.2116,1,0.066,3.5,0.066,0
1.2671,1,0.069,3.5,0.069,0
1.3225,1,0.072,3.5,0.072,0
1.378,1,0.075,3.5,0.075,0
1.4335,1,0.078,3.5,0.078,0
1.489,1,0.081,3.5,0.081,0
1.5445,1,0.084,3.5,0.084,0
1.6,1,0.087,3.5,0.087,0
1.6555,1,0.09,3.5,0.09,0
1.711,1,0.093,3.5,0.093,0
1.7664,1,0.096,3.5,0.096,0
1.8219,1,0.099,3.5,0.099,0
1.8774,1,0.102,3.5,0.102,0
1.9329,1,0.105,3.5,0.105,0
1.9884,1,0.108,3.5,0.108,0
2.0439,1,0.111,3.5,0.111,0
2.0993,1,0.114,3.5,0.114,0
2.1548,1,0.117,3.5,0.117,0
2.2103,1,0.12,3.5,0.12,0
2.2658,1,0.123,3.5,0.123,0
2.3212,1,0.126,3.5,0.126,0
2.3767,1,0.129,3.5,0.129,0
2.4322,1,0.132,3.5,0.132,0
2.4877,1,0.135,3.5,0.135,0
2.5431,1,0.138,3.5,0.138,0
2.5986,1,0.141,3.5,0.141,0
2.6541,1,0.144,3.5,0.144,0
2.7096,1,0.147,3.5,0.147,0
2.765,1,0.15,3.5,0.15,0
2.8205,1,0.153,3.5,0.153,0
2.876,1,0.156,3.5,0.156,0
2.9314,1,0.159,3.5,0.159,0
2.9869,1,0.162,3.5,0.162,0
3.0424,1,0.165,3.5,0.165,0
3.0978,1,0.168,3.5,0.168,0
3.1533,1,0.171,3.5,0.171,0
3.2087,1,0.174,3.5,0.174,0
3.2642,1,0.177,3.5,0.177,0
3.3197,1,0.18,3.5,0.18,0
3.3827,1,0.183,3.5,0.183,0
3.4229,1,0.186,3.5,0.186,0
3.4632,1,0.189,3.5,0.189,0
3.5034,1,0.192,3.5,0.192,0
3.5437,1,0.195,3.5,0.195,0
3.5839,1,0.198,3.5,0.198,0
3.6242,1,0.201,3.5,0.201,0
3.6644,1,0.204,3.5,0.204,0
3.7047,1,0.207,3.5,0.207,0
3.7449,1,0.21,3.5,0.21,0
3.7852,1,0.213,3.5,0.213,0
3.8254,1,0.216,3.5,0.216,0
3.8657,1,0.219,3.5,0.219,0
3.906,1,0.222,3.5,0.222,0
3.9462,1,0.225,3.5,0.225,0
3.9865,1,0.228,3.5,0.228,0
4.0268,1,0.231,3.5,0.231,0
4.067,1,0.234,3.5,0.234,0
4.1073,1,0.237,3.5,0.237,0
4.1476,1,0.24,3.5,0.24,0
4.1879,1,0.243,3.5,0.243,0
4.2281,1,0.246,3.5,0.246,0
4.2684,1,0.249,3.5,0.249,0
4.3087,1,0.252,3.5,0.252,0
4.349,1,0.255,3.5,0.255,0
4.3893,1,0.258,3.5,0.258,0
4.4295,1,0.261,3.5,0.261,0
