"phi","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00072632,1,0,0,0.5,0
0.0099825,1,0.001,0.001,0.5,0
0.019239,1,0.002,0.002,0.5,0
0.028495,1,0.003,0.003,0.5,0
0.037751,1,0.004,0.004,0.5,0
0.047007,1,0.005,0.005,0.5,0
0.056263,1,0.006,0.006,0.5,0
0.06552,1,0.007,0.007,0.5,0
0.074776,1,0.008,0.008,0.5,0
0.084032,1,0.009,0.009,0.5,0
0.093288,1,0.01,0.01,0.5,0
0.10254,1,0.011,0.011,0.5,0
0.1118,1,0.012,0.012,0.5,0
0.12106,1,0.013,0.013,0.5,0
0.13031,1,0.014,0.014,0.5,0
0.13957,1,0.015,0.015,0.5,0
0.14883,1,0.016,0.016,0.5,0
0.15808,1,0.017,0.017,0.5,0
0.16734,1,0.018,0.018,0.5,0
0.17659,1,0.019,0.019,0.5,0
0.18585,1,0.02,0.02,0.5,0
0.19511,1,0.021,0.021,0.5,0
0.20436,1,0.022,0.022,0.5,0
0.21362,1,0.023,0.023,0.5,0
0.22287,1,0.024,0.024,0.5,0
0.23213,1,0.025,0.025,0.5,0
0.24139,1,0.026,0.026,0.5,0
0.25064,1,0.027,0.027,0.5,0
0.2599,1,0.028,0.028,0.5,0
0.26916,1,0.029,0.029,0.5,0
0.27841,1,0.03,0.03,0.5,0
0.28767,1,0.031,0.031,0.5,0
0.29692,1,0.032,0.032,0.5,0
0.30618,1,0.033,0.033,0.5,0
0.31544,1,0.034,0.034,0.5,0
0.32469,1,0.035,0.035,0.5,0
0.33395,1,0.036,0.036,0.5,0
0.34321,1,0.037,0.037,0.5,0
0.35246,1,0.038,0.038,0.5,0
0.36172,1,0.039,0.039,0.5,0
0.37097,1,0.04,0.04,0.5,0
0.38023,1,0.041,0.041,0.5,0
0.38949,1,0.042,0.042,0.5,0
0.39874,1,0.043,0.043,0.5,0
0.408,1,0.044,0.044,0.5,0
0.41726,1,0.045,0.045,0.5,0
0.42651,1,0.046,0.046,0.5,0
0.43577,1,0.047,0.047,0.5,0
0.44502,1,0.048,0.048,0.5,0
0.45428,1,0.049,0.049,0.5,0
0.46354,1,0.05,0.05,0.5,0
0.47279,1,0.051,0.051,0.5,0
0.48205,1,0.052,0.052,0.5,0
0.4913,1,0.053,0.053,0.5,0
0.50056,1,0.054,0.054,0.5,0
0.50982,1,0.055,0.055,0.5,0
0.51907,1,0.056,0.056,0.5,0
0.52833,1,0.057,0.057,0.5,0
0.53759,1,0.058,0.058,0.5,0
0.54684,1,0.059,0.059,0.5,0
0.5561,1,0.06,0.06,0.5,0
0.56535,1,0.061,0.061,0.5,0
0.57461,1,0.062,0.062,0.5,0
0.58387,1,0.063,0.063,0.5,0
0.59312,1,0.064,0.064,0.5,0
0.60238,1,0.065,0.065,0.5,0
0.61164,1,0.066,0.066,0.5,0
0.62089,1,0.067,0.067,0.5,0
0.63015,1,0.068,0.068,0.5,0
0.6394,1,0.069,0.069,0.5,0
0.64866,1,0.07,0.07,0.5,0
0.65792,1,0.071,0.071,0.5,0
0.66717,1,0.072,0.072,0.5,0
0.67643,1,0.073,0.073,0.5,0
0.68568,1,0.074,0.074,0.5,0
0.69494,1,0.075,0.075,0.5,0
0.7042,1,0.076,0.076,0.5,0
0.71345,1,0.077,0.077,0.5,0
0.72271,1,0.078,0.078,0.5,0
0.73197,1,0.079,0.079,0.5,0
0.74122,1,0.08,0.08,0.5,0
0.75048,1,0.081,0.081,0.5,0
0.75973,1,0.082,0.082,0.5,0
0.76899,1,0.083,0.083,0.5,0
0.77825,1,0.084,0.084,0.5,0
0.7875,1,0.085,0.085,0.5,0
0.79676,1,0.086,0.086,0.5,0
0.80602,1,0.087,0.087,0.5,0
0.81527,1,0.088,0.088,0.5,0
0.82453,1,0.089,0.089,0.5,0
0.83378,1,0.09,0.09,0.5,0
0.84304,1,0.091,0.091,0.5,0
0.8523,1,0.092,0.092,0.5,0
0.86155,1,0.093,0.093,0.5,0
0.87081,1,0.094,0.094,0.5,0
0.88006,1,0.095,0.095,0.5,0
0.88932,1,0.096,0.096,0.5,0
0.89858,1,0.097,0.097,0.5,0
0.90783,1,0.098,0.098,0.5,0
0.91709,1,0.099,0.099,0.5,0
0.92635,1,0.1,0.1,0.5,0
0.9356,1,0.101,0.101,0.5,0
0.94486,1,0.102,0.102,0.5,0
0.95411,1,0.103,0.103,0.5,0
0.96337,1,0.104,0.104,0.5,0
0.97263,1,0.105,0.105,0.5,0
0.98188,1,0.106,0.106,0.5,0
0.99114,1,0.107,0.107,0.5,0
1.0004,1,0.108,0.108,0.5,0
1.0097,1,0.109,0.109,0.5,0
1.0189,1,0.11,0.11,0.5,0
1.0282,1,0.111,0.111,0.5,0
1.0374,1,0.112,0.112,0.5,0
1.0467,1,0.113,0.113,0.5,0
1.0559,1,0.114,0.114,0.5,0
1.0652,1,0.115,0.115,0.5,0
1.0744,1,0.116,0.116,0.5,0
1.0837,1,0.117,0.117,0.5,0
1.093,1,0.118,0.118,0.5,0
1.1022,1,0.119,0.119,0.5,0
1.1115,1,0.12,0.12,0.5,0
1.1207,1,0.121,0.121,0.5,0
1.13,1,0.122,0.122,0.5,0
1.1392,1,0.123,0.123,0.5,0
1.1485,1,0.124,0.124,0.5,0
1.1578,1,0.125,0.125,0.5,0
1.1635,1,0.126,0.126,0.5,0
1.1692,1,0.127,0.127,0.5,0
1.1749,1,0.128,0.128,0.5,0
1.1807,1,0.129,0.129,0.5,0
1.1864,1,0.13,0.13,0.5,0
1.1921,1,0.131,0.131,0.5,0
1.1978,1,0.132,0.132,0.5,0
1.2036,1,0.133,0.133,0.5,0
1.2093,1,0.134,0.134,0.5,0
1.215,1,0.135,0.135,0.5,0
1.2207,1,0.136,0.136,0.5,0
1.2265,1,0.137,0.137,0.5,0
1.2322,1,0.138,0.138,0.5,0
1.2379,1,0.139,0.139,0.5,0
1.2436,1,0.14,0.14,0.5,0
1.2494,1,0.141,0.141,0.5,0
