"phi","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.61064,1,0,0,0.5,0
0.62004,1,0.001,0.001,0.5,0
0.62944,1,0.002,0.002,0.5,0
0.63884,1,0.003,0.003,0.5,0
0.64825,1,0.004,0.004,0.5,0
0.65765,1,0.005,0.005,0.5,0
0.66705,1,0.006,0.006,0.5,0
0.67645,1,0.007,0.007,0.5,0
0.68586,1,0.008,0.008,0.5,0
0.69526,1,0.009,0.009,0.5,0
0.70466,1,0.01,0.01,0.5,0
0.71406,1,0.011,0.011,0.5,0
0.72347,1,0.012,0.012,0.5,0
0.73287,1,0.013,0.013,0.5,0
0.74227,1,0.014,0.014,0.5,0
0.75168,1,0.015,0.015,0.5,0
0.76108,1,0.016,0.016,0.5,0
0.77048,1,0.017,0.017,0.5,0
0.77988,1,0.018,0.018,0.5,0
0.78929,1,0.019,0.019,0.5,0
0.79869,1,0.02,0.02,0.5,0
0.80809,1,0.021,0.021,0.5,0
0.81749,1,0.022,0.022,0.5,0
0.8269,1,0.023,0.023,0.5,0
0.8363,1,0.024,0.024,0.5,0
0.8457,1,0.025,0.025,0.5,0
0.8551,1,0.026,0.026,0.5,0
0.86451,1,0.027,0.027,0.5,0
0.87391,1,0.028,0.028,0.5,0
0.88331,1,0.029,0.029,0.5,0
0.89272,1,0.03,0.03,0.5,0
0.90212,1,0.031,0.031,0.5,0
0.91152,1,0.032,0.032,0.5,0
0.92092,1,0.033,0.033,0.5,0
0.93033,1,0.034,0.034,0.5,0
0.93973,1,0.035,0.035,0.5,0
0.94913,1,0.036,0.036,0.5,0
0.95853,1,0.037,0.037,0.5,0
0.96794,1,0.038,0.038,0.5,0
0.97734,1,0.039,0.039,0.5,0
0.98674,1,0.04,0.04,0.5,0
0.99615,1,0.041,0.041,0.5,0
1.0055,1,0.042,0.042,0.5,0
1.015,1,0.043,0.043,0.5,0
1.0244,1,0.044,0.044,0.5,0
1.0338,1,0.045,0.045,0.5,0
1.0432,1,0.046,0.046,0.5,0
1.0526,1,0.047,0.047,0.5,0
1.062,1,0.048,0.048,0.5,0
1.0714,1,0.049,0.049,0.5,0
1.0808,1,0.05,0.05,0.5,0
1.0902,1,0.051,0.051,0.5,0
1.0996,1,0.052,0.052,0.5,0
1.109,1,0.053,0.053,0.5,0
