"phi","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.072917,1,0,0,0.5,0
0.082096,1,0.001,0.001,0.5,0
0.091275,1,0.002,0.002,0.5,0
0.10045,1,0.003,0.003,0.5,0
0.10963,1,0.004,0.004,0.5,0
0.11881,1,0.005,0.005,0.5,0
0.12799,1,0.006,0.006,0.5,0
0.13717,1,0.007,0.007,0.5,0
0.14635,1,0.008,0.008,0.5,0
0.15553,1,0.009,0.009,0.5,0
0.16471,1,0.01,0.01,0.5,0
0.17389,1,0.011,0.011,0.5,0
0.18306,1,0.012,0.012,0.5,0
0.19224,1,0.013,0.013,0.5,0
0.20142,1,0.014,0.014,0.5,0
0.2106,1,0.015,0.015,0.5,0
0.21978,1,0.016,0.016,0.5,0
0.22896,1,0.017,0.017,0.5,0
0.23814,1,0.018,0.018,0.5,0
0.24732,1,0.019,0.019,0.5,0
0.2565,1,0.02,0.02,0.5,0
0.26567,1,0.021,0.021,0.5,0
0.27485,1,0.022,0.022,0.5,0
0.28403,1,0.023,0.023,0.5,0
0.29321,1,0.024,0.024,0.5,0
0.30239,1,0.025,0.025,0.5,0
0.31157,1,0.026,0.026,0.5,0
0.32075,1,0.027,0.027,0.5,0
0.32993,1,0.028,0.028,0.5,0
0.33911,1,0.029,0.029,0.5,0
0.34828,1,0.03,0.03,0.5,0
0.35746,1,0.031,0.031,0.5,0
0.36664,1,0.032,0.032,0.5,0
0.37582,1,0.033,0.033,0.5,0
0.385,1,0.034,0.034,0.5,0
0.39418,1,0.035,0.035,0.5,0
0.40336,1,0.036,0.036,0.5,0
0.41254,1,0.037,0.037,0.5,0
0.42172,1,0.038,0.038,0.5,0
0.43089,1,0.039,0.039,0.5,0
0.44007,1,0.04,0.04,0.5,0
0.44925,1,0.041,0.041,0.5,0
0.45843,1,0.042,0.042,0.5,0
0.46761,1,0.043,0.043,0.5,0
0.47679,1,0.044,0.044,0.5,0
0.48597,1,0.045,0.045,0.5,0
0.49515,1,0.046,0.046,0.5,0
