"phi","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.068667,1,0,0,0.5,0
0.078928,1,0.001,0.001,0.5,0
0.089189,1,0.002,0.002,0.5,0
0.09945,1,0.003,0.003,0.5,0
0.10971,1,0.004,0.004,0.5,0
0.11997,1,0.005,0.005,0.5,0
0.13023,1,0.006,0.006,0.5,0
0.14049,1,0.007,0.007,0.5,0
0.15076,1,0.008,0.008,0.5,0
0.16102,1,0.009,0.009,0.5,0
0.17128,1,0.01,0.01,0.5,0
0.18154,1,0.011,0.011,0.5,0
0.1918,1,0.012,0.012,0.5,0
0.20206,1,0.013,0.013,0.5,0
0.21232,1,0.014,0.014,0.5,0
0.22258,1,0.015,0.015,0.5,0
0.23284,1,0.016,0.016,0.5,0
0.2431,1,0.017,0.017,0.5,0
0.25337,1,0.018,0.018,0.5,0
0.26363,1,0.019,0.019,0.5,0
0.27389,1,0.02,0.02,0.5,0
0.28415,1,0.021,0.021,0.5,0
0.29441,1,0.022,0.022,0.5,0
0.30467,1,0.023,0.023,0.5,0
0.31493,1,0.024,0.024,0.5,0
0.32519,1,0.025,0.025,0.5,0
0.33545,1,0.026,0.026,0.5,0
0.34572,1,0.027,0.027,0.5,0
0.35598,1,0.028,0.028,0.5,0
0.36624,1,0.029,0.029,0.5,0
0.3765,1,0.03,0.03,0.5,0
0.38676,1,0.031,0.031,0.5,0
0.39702,1,0.032,0.032,0.5,0
0.40728,1,0.033,0.033,0.5,0
0.41754,1,0.034,0.034,0.5,0
0.4278,1,0.035,0.035,0.5,0
0.43807,1,0.036,0.036,0.5,0
0.44833,1,0.037,0.037,0.5,0
0.45859,1,0.038,0.038,0.5,0
0.46885,1,0.039,0.039,0.5,0
0.47911,1,0.04,0.04,0.5,0
0.48937,1,0.041,0.041,0.5,0
0.49963,1,0.042,0.042,0.5,0
0.50989,1,0.043,0.043,0.5,0
0.52015,1,0.044,0.044,0.5,0
0.53041,1,0.045,0.045,0.5,0
0.54068,1,0.046,0.046,0.5,0
0.55094,1,0.047,0.047,0.5,0
0.5612,1,0.048,0.048,0.5,0
0.57146,1,0.049,0.049,0.5,0
0.58172,1,0.05,0.05,0.5,0
0.59198,1,0.051,0.051,0.5,0
0.60224,1,0.052,0.052,0.5,0
0.6125,1,0.053,0.053,0.5,0
0.62276,1,0.054,0.054,0.5,0
0.63303,1,0.055,0.055,0.5,0
0.64329,1,0.056,0.056,0.5,0
0.65355,1,0.057,0.057,0.5,0
0.66381,1,0.058,0.058,0.5,0
0.67407,1,0.059,0.059,0.5,0
0.68433,1,0.06,0.06,0.5,0
0.69459,1,0.061,0.061,0.5,0
0.70485,1,0.062,0.062,0.5,0
0.7147,1,0.063,0.063,0.5,0
0.72285,1,0.064,0.064,0.5,0
0.73101,1,0.065,0.065,0.5,0
0.73917,1,0.066,0.066,0.5,0
0.74732,1,0.067,0.067,0.5,0
0.75548,1,0.068,0.068,0.5,0
0.76363,1,0.069,0.069,0.5,0
0.77179,1,0.07,0.07,0.5,0
0.77995,1,0.071,0.071,0.5,0
0.7881,1,0.072,0.072,0.5,0
0.79626,1,0.073,0.073,0.5,0
0.80441,1,0.074,0.074,0.5,0
0.81257,1,0.075,0.075,0.5,0
0.82072,1,0.076,0.076,0.5,0
0.82888,1,0.077,0.077,0.5,0
0.83704,1,0.078,0.078,0.5,0
0.84519,1,0.079,0.079,0.5,0
0.85335,1,0.08,0.08,0.5,0
0.8615,1,0.081,0.081,0.5,0
0.86966,1,0.082,0.082,0.5,0
0.87782,1,0.083,0.083,0.5,0
0.88597,1,0.084,0.084,0.5,0
0.89413,1,0.085,0.085,0.5,0
0.90228,1,0.086,0.086,0.5,0
0.91044,1,0.087,0.087,0.5,0
0.9186,1,0.088,0.088,0.5,0
0.92675,1,0.089,0.089,0.5,0
0.93491,1,0.09,0.09,0.5,0
0.94306,1,0.091,0.091,0.5,0
0.95122,1,0.092,0.092,0.5,0
0.95937,1,0.093,0.093,0.5,0
0.96753,1,0.094,0.094,0.5,0
0.97569,1,0.095,0.095,0.5,0
0.98384,1,0.096,0.096,0.5,0
0.992,1,0.097,0.097,0.5,0
1.0002,1,0.098,0.098,0.5,0
1.0083,1,0.099,0.099,0.5,0
1.0165,1,0.1,0.1,0.5,0
1.0246,1,0.101,0.101,0.5,0
1.0328,1,0.102,0.102,0.5,0
1.0409,1,0.103,0.103,0.5,0
1.0491,1,0.104,0.104,0.5,0
1.0572,1,0.105,0.105,0.5,0
1.0654,1,0.106,0.106,0.5,0
1.0736,1,0.107,0.107,0.5,0
1.0817,1,0.108,0.108,0.5,0
1.0899,1,0.109,0.109,0.5,0
1.098,1,0.11,0.11,0.5,0
1.1062,1,0.111,0.111,0.5,0
1.1143,1,0.112,0.112,0.5,0
1.1225,1,0.113,0.113,0.5,0
1.1306,1,0.114,0.114,0.5,0
1.1388,1,0.115,0.115,0.5,0
1.147,1,0.116,0.116,0.5,0
1.1551,1,0.117,0.117,0.5,0
1.1633,1,0.118,0.118,0.5,0
1.1714,1,0.119,0.119,0.5,0
1.1796,1,0.12,0.12,0.5,0
1.1877,1,0.121,0.121,0.5,0
1.1959,1,0.122,0.122,0.5,0
1.2041,1,0.123,0.123,0.5,0
1.2122,1,0.124,0.124,0.5,0
1.2207,1,0.125,0.125,0.5,0
1.2271,1,0.126,0.126,0.5,0
1.2335,1,0.127,0.127,0.5,0
1.2399,1,0.128,0.128,0.5,0
1.2464,1,0.129,0.129,0.5,0
1.2528,1,0.13,0.13,0.5,0
1.2592,1,0.131,0.131,0.5,0
1.2656,1,0.132,0.132,0.5,0
1.272,1,0.133,0.133,0.5,0
1.2785,1,0.134,0.134,0.5,0
1.2849,1,0.135,0.135,0.5,0
1.2913,1,0.136,0.136,0.5,0
1.2977,1,0.137,0.137,0.5,0
1.3041,1,0.138,0.138,0.5,0
1.3106,1,0.139,0.139,0.5,0
1.317,1,0.14,0.14,0.5,0
1.3234,1,0.141,0.141,0.5,0
1.3298,1,0.142,0.142,0.5,0
1.3362,1,0.143,0.143,0.5,0
1.3427,1,0.144,0.144,0.5,0
1.3491,1,0.145,0.145,0.5,0
1.3555,1,0.146,0.146,0.5,0
1.3619,1,0.147,0.147,0.5,0
1.3683,1,0.148,0.148,0.5,0
1.3748,1,0.149,0.149,0.5,0
1.3812,1,0.15,0.15,0.5,0
1.3876,1,0.151,0.151,0.5,0
1.394,1,0.152,0.152,0.5,0
1.4004,1,0.153,0.153,0.5,0
1.4069,1,0.154,0.154,0.5,0
1.4133,1,0.155,0.155,0.5,0
1.4197,1,0.156,0.156,0.5,0
1.4261,1,0.157,0.157,0.5,0
1.4325,1,0.158,0.158,0.5,0
1.439,1,0.159,0.159,0.5,0
1.4454,1,0.16,0.16,0.5,0
1.4518,1,0.161,0.161,0.5,0
1.4582,1,0.162,0.162,0.5,0
1.4646,1,0.163,0.163,0.5,0
1.4711,1,0.164,0.164,0.5,0
1.4775,1,0.165,0.165,0.5,0
1.4839,1,0.166,0.166,0.5,0
1.4903,1,0.167,0.167,0.5,0
1.4967,1,0.168,0.168,0.5,0
1.5032,1,0.169,0.169,0.5,0
1.5096,1,0.17,0.17,0.5,0
1.516,1,0.171,0.171,0.5,0
1.5224,1,0.172,0.172,0.5,0
1.5288,1,0.173,0.173,0.5,0
